Date	Term	Tweet	Lat	Long	N_followers	Neg
1413119665513	ALCOHOLIC	Mercedes drinks supplier is Monster if only they were in a country that had an alcoholic drink that goes well with that tonight #askcrofty	55.898223	-4.327878	127.0	1.0
1413119879842	ALCOHOLIC	@MercedesAMGF1 Your drinks supplier is Monster if only they were in a country that had an alcoholic drink that goes well with that tonight	55.897872	-4.327978	127.0	0.0
1413120124213	ALCOHOLIC	Hello, my name is Aiden and I'm an alcoholic.	53.811537	-1.570269	236.0	0.0
1413120492185	ALCOHOLIC	Wedding reception includes alcoholic puppies @ St. Agatha http://t.co/jj2z3GSIPL	43.4348	-80.630195	190.0	0.0
1413120789871	ALCOHOLIC	"What do you think the press is going to say about Brent Dicesare's alcoholic sister? ""You shame him and all he stands for"" ""#PrayforBrent"""	41.513198	-81.686104	538.0	1.0
1413121485632	ALCOHOLIC	@LeanneThompsonx: @Foggonnn @Jamie0408 ahh life friggen tell is about it! Im going non alcoholic on friday #thingsneedtochange	53.408597	-3.101119	355.0	0.0
1413121510436	ALCOHOLIC	I haven't drunk in like 3 weekends and people claim im an alcoholic. Yeeee yeee lol	53.754495	-0.252532	367.0	1.0
1413121563934	ALCOHOLIC	Playing @ Nancy bordellos from 8.30 this evening, complete with alcoholic beverages galore #ciderandmusicmakemehappy #needmusic #livemusic	54.993591	-1.609766	217.0	0.0
1413121825940	ALCOHOLIC	I think I'm an alcoholic.	45.010454	-122.88668	326.0	0.0
1413121880266	ALCOHOLIC	Need fun friends to enjoy lots of alcoholic plans with	50.84777	-1.200741	674.0	0.0
1413122018625	ALCOHOLIC	If I quit smoking trees..  I would be a raging alcoholic.	38.256784	-85.669336	160.0	1.0
1413122202091	ALCOHOLIC	@kategh_ when I was asking for it my mom was like you really are an alcoholic it's 8 in the morning	32.562024	-85.983122	282.0	0.0
1413122638289	ALCOHOLIC	@johnnygreaves @MarkTurley72  not too shabby for a functioning alcoholic 	57.140527	-2.099596	720.0	0.0
1413122651944	ALCOHOLIC	Hi I'm Keira and I'm an alcoholic	55.976741	-3.190968	1013.0	0.0
1413123675378	ALCOHOLIC	I would definitely pick a cup of tea over any alcoholic drink any day of the week! #howold	53.910139	-2.153344	102.0	1.0
1413125491824	ALCOHOLIC	I don't consume alcoholic drinks nor do i go for parties/clubs and do drugs. I might actually be society's most boring person...	1.373386	103.961338	24.0	0.0
1413127062615	ALCOHOLIC	Me: puta nahihilo na ako*grabs alcoholic drink*	14.170262	121.243756	284.0	1.0
1413127843871	ALCOHOLIC	Matt Bellamy really looks like Thom Yorke right now...Yorke looks like a homeless alcoholic, so I'd say no to that...	53.946069	-1.08906	799.0	1.0
1413128442502	ALCOHOLIC	hindi na talaga ko alcoholic, yey	14.305958	121.116185	382.0	0.0
1413128502206	ALCOHOLIC	@TiffanyMattea r u an alcoholic	34.737477	-76.808313	301.0	0.0
1413128665088	ALCOHOLIC	Alia looks like alcoholic in Jersey	22.572857	88.363909	353.0	0.0
1413128957708	ALCOHOLIC	My alcoholic bb http://t.co/qWws1OdYQR	39.978266	-75.159767	322.0	0.0
1413129131465	ALCOHOLIC	Feeling so internally ill, think it's time for alcoholic Hayden to hang up his wine bottles for a few days. #DayThirtyOfDrinking	50.723884	-1.865997	305.0	0.0
1413129163482	ALCOHOLIC	@MannyFacenda: Im not an alcoholic I don't even like drinking But my friends always pressure me stfu u wanted to drink &amp; u know it	26.601572	-81.958732	1325.0	0.0
1413129248570	ALCOHOLIC	my parents seriously think I'm an alcoholic	35.58365	-80.897595	500.0	1.0
1413129381394	ALCOHOLIC	@Im_Demze: Sober sucks Lool  psychopathic alcoholic	43.788388	-79.354932	255.0	1.0
1413129522933	ALCOHOLIC	Turning 21 has turned me into an alcoholic	33.819055	-118.145689	373.0	0.0
1413130500259	ALCOHOLIC	@melwood1495 @ChocoHobNob nope because your an alcoholic!	53.215247	-3.008643	1861.0	1.0
1413130772101	ALCOHOLIC	If yous a alcoholic I ain't got No time for yo	42.935403	-78.811267	417.0	0.0
1413130845138	ALCOHOLIC	@MShihtzu @ShennyWalrond @mk_inwa @DailyBailey_Dog @paddyscousedog @dog_phoebe @FluffyPupAlice @StanleyForeman1 @coffeehouse he alcoholic	37.807763	-121.922919	1143.0	0.0
1413130947654	ALCOHOLIC	"Oguro ""@DAN_is_a_STAN: Your fav alcoholic drink?  #Bounce_Ronnie"""	9.663966	6.516326	82.0	1.0
1413131437989	ALCOHOLIC	they turning me into alcoholic .	39.319749	-76.569987	2346.0	0.0
1413131563510	ALCOHOLIC	my uncle is such a alcoholic. I fkn hate it bc of what its doing to him..	29.564936	-95.265028	795.0	0.0
1413131807645	ALCOHOLIC	@CaleighAndolina @UberFacts @Meggtini @Cmaniaci13 that's a nice way of calling someone an alcoholic 	43.149672	-77.602369	66.0	0.0
1413132463943	ALCOHOLIC	How about @KacieStanford screen shot every snap then make me look like an alcoholic on her story -	34.918808	-95.322454	489.0	1.0
1413133826546	ALCOHOLIC	I know when I'm old enough to buy drinks I'm going to become an alcoholic..	53.169459	-3.152298	350.0	1.0
1413134218247	ALCOHOLIC	i like when songs from freshman and sophomore year come on so i can be like aw remember when i was a borderline alcoholic?  good times!	39.442674	-83.813775	727.0	0.0
1413134312858	ALCOHOLIC	@shaunbowman_ confessions of a true alcoholic	49.268737	-122.734533	407.0	0.0
1413134588069	ALCOHOLIC	@tommymorg1986 I did that but it's shit, you ask for Stella and they haven't got any so send you non alcoholic becks	51.883698	0.026958	356.0	0.0
1413134740124	ALCOHOLIC	A week without any alcoholic bev in my body. Hahaha	14.695556	121.122186	112.0	0.0
1413135317792	ALCOHOLIC	Mes chatons #mtp #tropdelove #alcoholic #party @ la coloc du bonheur http://t.co/O0qkLn2V8n	43.60339	3.877227	21.0	1.0
1413135342398	ALCOHOLIC	"You know your mom thinks you're an alcoholic when your mom sends you this picture and says ""I thought of you lol"" http://t.co/KAFcZaJsoQ"	38.579115	-90.287813	365.0	0.0
1413135842662	ALCOHOLIC	Would it make me sound like an alcoholic if I said I need a few shots right now?	41.502236	-90.550588	1494.0	0.0
1413135921311	ALCOHOLIC	I have to say, out of all alcoholic drinks, red wine is my favorite. which is why I plan on drinking a bottle or two  love holidays	46.159735	-60.180841	166.0	0.0
1413136205272	ALCOHOLIC	I may have been the first person to order an alcoholic beverage on our boat trip	39.012741	-120.082535	350.0	0.0
1413136323495	ALCOHOLIC	":""""D ""@Fanoza2: Think I'll start robbing people ""@Mahuntsu: If i had to divorce, i'll probably become an alcoholic..."""""	-33.92078	18.42686	2030.0	0.0
1413136746278	ALCOHOLIC	I just ordered my first alcoholic beverage and didn't get carded.. 	39.504861	-79.324985	780.0	0.0
1413137213751	ALCOHOLIC	This steelers game is making me feel like being an alcoholic is a great idea #nope	40.450758	-80.183463	195.0	0.0
1413137374154	ALCOHOLIC	@jsnrst but how am I meant to present myself as a classic and dedicated alcoholic if I stoop to such unconventional methods?	52.94742	-1.146798	545.0	0.0
1413137376608	ALCOHOLIC	I swear this sunlight is God's way of telling me I'm an alcoholic	43.235867	-77.064411	978.0	1.0
1413137427494	ALCOHOLIC	My mom actually thinks I'm an alcoholic and its ridiculous	42.748373	-87.798866	940.0	1.0
1413137905198	ALCOHOLIC	The darker the color of your alcoholic drink, the more likely it is to give you a hangover. - http://t.co/rdPNwyZax9	14.622743	121.189785	107.0	0.0
1413138568930	ALCOHOLIC	The other morning I couldn't be bothered getting water to take my pill so I just used the sourz in my room lol #alcoholic	53.28635	-2.711472	827.0	0.0
1413138874376	ALCOHOLIC	"If you put in social media that you're an ""alcoholic""... you're not an alcoholic."	40.089479	-75.025384	337.0	0.0
1413138924277	ALCOHOLIC	@ArredondoJaneth hahaha I was pretending to be you, you alcoholic 	33.819264	-116.543718	213.0	1.0
1413139178290	ALCOHOLIC	Bucs fans prob have the highest alcoholic rate in the league. #torture http://t.co/j93OTpI9tf	27.975923	-82.502941	701.0	0.0
1413139782534	ALCOHOLIC	Finished my second alcoholic beverage, Raspberry Mimosa. Time for coffee so I can drive soon in the near future ha!	39.042501	-94.594431	158.0	0.0
1413140158695	ALCOHOLIC	@kathrynchapman_ did you not know I'm a recovering alcoholic?	53.772758	-2.688444	218.0	0.0
1413140182973	ALCOHOLIC	@TheAmish_808 wait...do they serve alcoholic beverages because I might want to get a little intoxicated. Not a lot, just some-light	34.017128	-84.670016	491.0	0.0
1413140501436	ALCOHOLIC	"@collegefession: ""Am I an alcoholic if I drink alone? #replytweet"" - SUNY Maritime yes. *me rn*"	26.011155	-80.153155	391.0	0.0
1413141071127	ALCOHOLIC	"@collegefession: ""Am I an alcoholic if I drink alone? #replytweet"" - SUNY Maritime @TooBadForCoul"	39.553946	-75.014358	604.0	0.0
1413141110794	ALCOHOLIC	New Amsterdam Red Berry with Mountain Dew = new favorite alcoholic drink.	38.853282	-97.606533	624.0	0.0
1413141151559	ALCOHOLIC	By a bottle of non alcoholic wine yesterday has got to be the worst thing a student can ever do!	51.539813	0.708951	235.0	1.0
1413141343873	ALCOHOLIC	@__alllexis lol idk wanna sip some alcoholic beverages?	39.971697	-75.13307	398.0	0.0
1413141457446	ALCOHOLIC	@DumbDumberMovie why would she have you meet her at a bar at 10 in the morning?I just figured she's a raging alcoholic!	47.246301	-119.4162	25.0	0.0
1413141698470	ALCOHOLIC	"@collegefession: ""Am I an alcoholic if I drink alone? #replytweet"" - SUNY Maritime @cooksterpot ??"	26.940549	-80.09208	241.0	0.0
1413141952371	ALCOHOLIC	I'm half Geordie, half Essex, no wonder I'm on my way to being an alcoholic	53.746217	-1.276708	757.0	0.0
1413142017342	ALCOHOLIC	@EofELuke dude what's your favourite alcoholic drink? It's important	51.483875	-0.94712	10231.0	0.0
1413142244552	ALCOHOLIC	Bought Steve a pound of skittles and the biggest whiskey bottle I could find. I'm going to give him diabetes or turn him into an alcoholic	34.019707	-117.685697	122.0	0.0
1413142300286	ALCOHOLIC	I'm a young alcoholic	31.9681	-102.048039	473.0	0.0
1413142468163	ALCOHOLIC	Then again , freedom will be no longer , oh well , was fun been a semi alcoholic for a week	54.893398	-2.965442	60.0	0.0
1413142589276	ALCOHOLIC	MIAvsGB this game got me feeling like a alcoholic	33.763052	-117.878762	133.0	0.0
1413143863512	ALCOHOLIC	@ChrisBurke_SI @askmetostay323 I Bet he's an alcoholic. I have no proof but it's the only logical explanation	40.686227	-73.908412	494.0	0.0
1413144204507	ALCOHOLIC	Oh but you can spend all your money you owe me at the bar. Fuck alcoholic losers	38.017984	-122.256121	340.0	0.0
1413144209824	ALCOHOLIC	*drinks liquor once and suddenly an alcoholic*Do something with your life, fucking child.	29.530438	-95.193058	196.0	0.0
1413144474448	ALCOHOLIC	@thatdesigirl my grandpa had lung cancer which was cause of smoking and also he was an alcoholic which messed up his intestines it sucks	30.448482	-84.307354	1444.0	0.0
1413144600748	ALCOHOLIC	Irfan will b like ....Han main alcoholic hoon ....Han han main alcoholic hoon ....Elllcaahaalicc.....Lmao	33.633633	73.046303	48.0	0.0
1413145022711	ALCOHOLIC	Had such a good weekend hiding away with my fave Romanian and alcoholic! Love ya rux  #egham #home http://t.co/AruVr82JVJ	51.42573	-0.553789	444.0	0.0
1413145344075	ALCOHOLIC	@MiamiDolphins you guys are single handedly turning me Into an alcoholic	42.322109	-79.558413	281.0	0.0
1413145464981	ALCOHOLIC	Think I'm an alcoholic	51.347888	-2.951155	385.0	0.0
1413146471852	ALCOHOLIC	An alcoholic in his cups is an unlovely creature.	40.704494	-75.207963	68.0	0.0
1413146686345	ALCOHOLIC	Shout out to my sperm downer, I'm a fucking alcoholic now.	47.59912	-122.331344	224.0	0.0
1413146996501	ALCOHOLIC	Drinking rum before 10am makes you a pirate... Not an alcoholic - uncle larry	42.985443	-81.242889	211.0	0.0
1413147012486	ALCOHOLIC	he prob thinks I'm an alcoholic or something hahahaha they're just sitting in my room  http://t.co/wSMjstvRD0	29.642181	-95.662499	264.0	1.0
1413147436928	ALCOHOLIC	My life goal is to make the best tasting alcoholic beverage and I'm going to name it the Barry Wright	46.819113	-92.086697	512.0	0.0
1413147472567	ALCOHOLIC	@easyJet pls include alcoholic drinks in ur free 3 refreshment card. With 3hours flight delay I need a margarita in hand. 	55.948132	-3.365139	54.0	0.0
1413147714428	ALCOHOLIC	"Pagan drinks 1 night &amp; now he's a ""alcoholic""..... Smh primo burnt"	25.971068	-80.333637	994.0	1.0
1413147761507	ALCOHOLIC	@isaac_oard you're to young for alcoholic beverages...	40.712065	-90.883599	1146.0	0.0
1413147830728	ALCOHOLIC	@rworeilly78 Pot, but also he's a RAGING alcoholic.	30.479543	-81.602095	439.0	0.0
1413147908682	ALCOHOLIC	@awbateson alcoholic or normal?!?!	54.078683	-2.751622	247.0	1.0
1413148002199	ALCOHOLIC	@bugattibeez: I'm not an alcoholic or anything, I just love being drunk. that make sense? yea, there's a big difference	32.594001	-96.846745	446.0	0.0
1413149049687	ALCOHOLIC	@beczbarrett aye right you raging alcoholic	55.202077	-7.831322	585.0	0.0
1413150112967	ALCOHOLIC	I really love when my functioning alcoholic roommate spills her beverage on my $500 sheets. Why are you in my room to begin with...	39.655656	-104.978798	223.0	0.0
1413150248239	ALCOHOLIC	Non Alcoholic Cocktails add Vodka for a Kick #glitter #bling great gift #mocktail http://t.co/0FvLvpldkO	54.010174	-0.431736	47.0	0.0
1413150421374	ALCOHOLIC	My dad alcoholic ass friend always talkin shit lmfaoo	43.160006	-77.547569	1175.0	1.0
1413150596409	ALCOHOLIC	I love the fact I can be an alcoholic legally now	43.169609	-80.292607	100.0	0.0
1413150636838	ALCOHOLIC	@DeRon_Colbert20: My bottle was found today under the restroom sink..  #UTSAHC2k14  alcoholic	29.585997	-98.622054	1102.0	0.0
1413151008685	ALCOHOLIC	Argg thank god I'm not an alcoholic,,,I think I'll have 2 glasses of vodka &amp; scotch before I sleep though	-25.73478	28.14269	308.0	0.0
1413151024799	ALCOHOLIC	I'm growing weary and bored. There's no sport, I need an intellectual equal, not a sniveling, pathetic, alcoholic who's stuck in the past.	33.782388	-84.282567	55.0	0.0
1413151559822	ALCOHOLIC	I'ma Alcoholic Man , I Need Help !	36.57738	-79.39531	1497.0	0.0
1413151982395	ALCOHOLIC	Party host vegan and a recovering alcoholic #HalloweenPartyBuzzKills	36.161631	-115.057339	1005.0	0.0
1413152434775	ALCOHOLIC	@_kennilingus @dudeitskirsten_ I may or may not have been under the influence of A LOT of alcoholic beverages	32.761499	-117.061113	169.0	0.0
1413153543037	ALCOHOLIC	@HeidiOUTLAWZ @DannyJamesHoy and hahhaha whats that got to do with me not drinkin u must be an alcoholic with some shit blocked arteries lol	53.563086	-2.120411	117.0	1.0
1413153904609	ALCOHOLIC	Does this look like water or an Alcoholic beverage ?  http://t.co/QlNVh1xTPx	38.587543	-77.312909	526.0	0.0
1413154453061	ALCOHOLIC	Got me an alcoholic beverage waiting in the theater to watch the @onedirection movie!!! So excited http://t.co/TEquVxVDPJ	28.369816	-81.519394	41.0	0.0
1413154560081	ALCOHOLIC	Not a particular drink or alcoholic beverages generally -- pumpkins spice products	39.447394	-75.055296	323.0	0.0
1413154773916	ALCOHOLIC	IM DYING  he would be an alcoholic beverage  @tyleroakley http://t.co/7RqAGqwc4T	37.954792	-122.109531	531.0	1.0
1413155600964	ALCOHOLIC	The Vikings are the reason why I'm a borderline alcoholic..	46.815964	-96.865739	451.0	0.0
1413155727862	ALCOHOLIC	Money cant buy happiness but it can buy an alcoholic beverage, and honestly whats the difference	39.915632	-104.998407	356.0	1.0
1413156000784	ALCOHOLIC	Starbucks has some sort of non alcoholic beer latte and it's not half bad.	39.992699	-83.042955	205.0	0.0
1413156095883	ALCOHOLIC	@Phil_Cosby_: Im tired of being labeled. I'm not an alcoholic, I'm always thirsty. http://t.co/SR3ZK20eAm@AshleyE__	42.373626	-83.193688	526.0	0.0
1413157345723	ALCOHOLIC	Daddy just called me his alcoholic... So happy	43.79125	-79.522922	90.0	0.0
1413157664689	ALCOHOLIC	you're an alcoholic me: http://t.co/AQPoQKrsDG	29.434315	-95.143744	154.0	0.0
1413158309732	ALCOHOLIC	@MediocreMorgue I wanna have alcoholic coffee w you again	29.273256	-81.126804	257.0	0.0
1413158710489	ALCOHOLIC	@rose_aram @MalcolmGNAR the alcoholic would know 	34.249833	-118.284801	266.0	0.0
1413158969558	ALCOHOLIC	AU : John Key: the poor boy who saved New Zealand's economy - The New Zealand premier was the son of an alcoholic http://t.co/GkLY7lIOW8	-33.813452	151.21416	2718.0	0.0
1413158973100	ALCOHOLIC	why isnt there alcoholic ice cream idgi	36.943268	-121.796559	193.0	0.0
1413159458896	ALCOHOLIC	Yes I brought alcohol to drink on the way to the liquor store #alcoholic	39.328258	-76.616086	241.0	1.0
1413160081299	ALCOHOLIC	I'm an Alcoholic  At least I admit it, mother fucker	34.050622	-83.960348	419.0	0.0
1413160694046	ALCOHOLIC	@Quadre_Ayers shut your alcoholic ass up	35.560791	-77.349174	946.0	1.0
1413160802594	ALCOHOLIC	@enoch_p: just realized that I'm lowkey starting to become an alcoholic hahaRTRT	41.317401	-96.037524	1242.0	0.0
1413161511440	ALCOHOLIC	@ThePmister supply me w alcoholic beverages	39.418975	-74.623576	658.0	0.0
1413161544007	ALCOHOLIC	battling an internal alcoholic problem that shall end in 2015 but until then	40.730155	-73.194628	720.0	1.0
1413161731640	ALCOHOLIC	Life down under is constant Corona / Wine weather. Either that or I've become an alcoholic.	-28.007963	153.430756	282.0	0.0
1413162344250	ALCOHOLIC	Can't stand an alcoholic.	36.360948	-82.265422	86.0	0.0
1413162486275	ALCOHOLIC	Don't kill him, I like him! He's an alcoholic like me!	35.657666	-97.45859	691.0	1.0
1413162662108	ALCOHOLIC	@mygrlLinencurls @lydaly @LewisStark74 @Stanatic1986 @TJ_Kiwi @stimpy8er @TtlyPalmerised Eis Cendol ...a very nice drink non alcoholic BTW	1.29329	103.85978	329.0	0.0
1413163089880	ALCOHOLIC	@mbiggsss I'm not an alcoholic like some people http://t.co/BskaF72fJQ	36.882859	-76.306642	637.0	0.0
1413163274581	ALCOHOLIC	Ive been feeling like an alcoholic this weekend. Been drinking since Thursday. Next week im staying on the sober side lol	33.772211	-118.274381	124.0	0.0
1413163433686	ALCOHOLIC	Alcoholic Chip! Good times! #halloween #Belle #BatB #beautyandthebeast #costume @ Depot Restaurant http://t.co/uM1Fh2szSh	33.83605	-118.314654	7998.0	0.0
1413163512363	ALCOHOLIC	@NickScoll you fuckin alcoholic you smelly ass fuckin alcoholic you old smelly ass fuckin alcoholic	33.938237	-116.956898	393.0	1.0
1413163805253	ALCOHOLIC	@Quan_OVO lmao alcoholic	40.053794	-75.373503	209.0	1.0
1413163862077	ALCOHOLIC	@T_Fife333 I just call him the alcoholic	41.159525	-81.422472	729.0	1.0
1413163931378	ALCOHOLIC	@RaDeLeon09 you working there made me an alcoholic this summer... Haha	44.020986	-88.545298	214.0	0.0
1413163989300	ALCOHOLIC	Alcoholic tweet... Beer makes everything better	44.631698	-91.960802	185.0	0.0
1413164230229	ALCOHOLIC	Our neighbor is an alcoholic &amp; he's literally the funniest mother fucker	27.839577	-82.800626	363.0	1.0
1413164839739	ALCOHOLIC	@silkysmooth_gal fucking alcoholic slut!	44.348025	-68.586936	1118.0	1.0
1413165045347	ALCOHOLIC	-you a alcoholic	39.314376	-76.658939	2509.0	0.0
1413165144319	ALCOHOLIC	@410_charles: @alagracia_: -you a alcoholic i aint never drink a day in my lifeyou a liar son	39.313861	-76.661053	2509.0	0.0
1413165577892	ALCOHOLIC	Im an alcoholic	32.752078	-97.690926	182.0	0.0
1413165686552	ALCOHOLIC	@matyjaye1 tell me, is Malibu and other alcoholic beverages a part of your diet 	32.402919	-94.863471	379.0	0.0
1413165724698	ALCOHOLIC	@taylor_nephew who was he?!? The alcoholic??	39.800086	-84.136507	159.0	0.0
1413165720111	ALCOHOLIC	@_soniaaw: I can't fucking believe I dropped my phone in a cup of Hennessy last night... Alcoholic problems	42.285322	-83.18246	879.0	0.0
1413166156381	ALCOHOLIC	Thinking about being an alcoholic for Halloween. 	26.174511	-97.703865	84.0	1.0
1413166522582	ALCOHOLIC	Every time i drink, i drink like an alcoholic..	37.580916	-120.968462	257.0	1.0
1413166754967	ALCOHOLIC	@AndraaPM you're an alcoholic and you have a problem 	37.207632	-93.292249	816.0	0.0
1413166869360	ALCOHOLIC	@LegKickTKO Manziel is Probably not the best partner for a recovering alcoholic.	40.703973	-73.941013	961.0	0.0
1413166876578	ALCOHOLIC	It's my brother's 24th birthday and my dad just ordered non alcoholic oyster shots for them at dinner and that describes my family	32.724991	-117.222763	308.0	0.0
1413167143633	ALCOHOLIC	"Brisk ""@salaamshabazz_: 7. What do u like to drink? (Non alcoholic ppl)"""	36.759729	-76.364057	1308.0	0.0
1413167224057	ALCOHOLIC	@salaamshabazz_: 7. What do u like to drink? (Non alcoholic ppl) Water and Orange Hi-C 	37.630563	-77.428011	1079.0	0.0
1413167862578	ALCOHOLIC	because snapchats of your choice alcoholic drink is sooooo classy 	36.498551	-85.162403	1065.0	0.0
1413168349966	ALCOHOLIC	I'm so tired if having a alcoholic mom 	38.264119	-85.618346	120.0	1.0
1413168809093	ALCOHOLIC	@meydlosantos el alcoholic esta de mas.	-34.965214	-54.951043	39.0	0.0
1413168955632	ALCOHOLIC	I'll be damned if I ever put an alcoholic drink to my lips.	36.022101	-83.878926	461.0	1.0
1413168972627	ALCOHOLIC	You know you're an alcoholic when you get drunk at an Applebee's on a Sunday night. 	38.322397	-85.819406	354.0	1.0
1413169259949	ALCOHOLIC	@_iyesss_: I Have A Feeling I'm Going To Be Alcoholic.  @AbbyWise3  omg	32.533103	-92.117488	696.0	0.0
1413169581652	ALCOHOLIC	@WAIMARTpEoPIE: http://t.co/CVCNyr2GRR that's what happens when you're an alcoholic with triplets. She's got a great personality tho	40.610153	-79.179476	89.0	0.0
1413169592900	ALCOHOLIC	@SamanthaTrieu: @Babs726 I sound like a true alcoholic  lol amongst other things	29.703558	-95.41922	541.0	0.0
1413169652704	ALCOHOLIC	"Where's the salt? ""Oh it's in my purse"" ""oh my god you're the definition of an alcoholic"" "	41.310766	-105.578111	585.0	0.0
1413169929642	ALCOHOLIC	i just wanna get rich so i can support my alcoholic lifestyle.	47.50592	-97.325164	251.0	0.0
1413170250381	ALCOHOLIC	Turning pitchers into fishbowls one alcoholic at a time @anniexo @kristilse	39.982432	-75.155749	441.0	0.0
1413170345623	ALCOHOLIC	I only had alcoholic beverages today....I need water	39.048923	-84.232796	217.0	0.0
1413170753352	ALCOHOLIC	I'm not alcoholic. Alcoholics go to meetings. I'm a drunk. We go to parties. @iloveeatingrais @jadethelunatic @therealfoolgave	10.305666	123.889639	17.0	1.0
1413172197237	ALCOHOLIC	Orange juice RT @salaamshabazz_: 7. What do u like to drink? (Non alcoholic ppl)	37.257761	-76.659136	2832.0	0.0
1413172477970	ALCOHOLIC	@mikaylaanneee: @SeaweedBrain320: @mikaylaanneee @Real_Liam_Payne THANKS nothing but love  now all of Twitter thinks I'm an alcoholic 	30.637668	-96.355341	242.0	1.0
1413173046179	ALCOHOLIC	Your alcoholic tendencies are super unattractive 	41.670373	-111.850225	407.0	0.0
1413173192569	ALCOHOLIC	if i name my child moscato does that make me an alcoholic	41.448809	-96.118281	105.0	0.0
1413174219274	ALCOHOLIC	my name is Marshall Mathers im an alcoholic.	42.342419	-83.310035	1055.0	0.0
1413174278822	ALCOHOLIC	Im a lowkey alcoholic	42.305952	-83.008555	419.0	1.0
1413174424837	ALCOHOLIC	I think Ima just become an alcoholic	29.694707	-91.19728	908.0	0.0
1413174539623	ALCOHOLIC	He can finally enjoy an alcoholic drink yay!!  #21 #bdayweek #turnup #lovehim #dork #lol http://t.co/Cws3LQfRQB	33.642147	-117.918202	48.0	0.0
1413174565058	ALCOHOLIC	People are gonna think I'm an alcoholic &amp; that I need to go to alcolocos anonimos, I swear I don't  #futbolesmivida  #	41.8316	-87.772248	385.0	0.0
1413174587701	ALCOHOLIC	I swear my family are alcoholic 	38.864008	-77.088951	372.0	0.0
1413174724855	ALCOHOLIC	@kelvindurant_: @scumbageder Bob is an alcoholic &amp; he has anger issues. sounds like you masta. So i beat my wife nd draw cartoons sue me	36.114965	-115.164048	460.0	0.0
1413175694738	ALCOHOLIC	@LifeWithAlcohol: Relationship goals: http://t.co/r7j6H7VsrS the only relationship you have is with alcohol young alcoholic	41.501542	-93.500063	1267.0	0.0
